,0
2030-01-07,487.98901299999994
2030-01-14,487.98901299999994
2030-01-21,487.98901299999994
2030-01-28,487.98901299999994
2030-02-04,487.98901299999994
2030-02-11,487.98901299999994
2030-02-18,487.98901299999994
2030-02-25,487.98901299999994
2030-03-04,487.98901299999994
2030-03-11,487.98901299999994
2030-03-18,487.98901299999994
2030-03-25,487.98901299999994
2030-04-01,487.98901299999994
2030-04-08,487.98901299999994
2030-04-15,487.98901299999994
2030-04-22,487.98901299999994
2030-04-29,487.98901299999994
2030-05-06,487.98901299999994
2030-05-13,487.98901299999994
2030-05-20,487.98901299999994
2030-05-27,487.98901299999994
2030-06-03,487.98901299999994
2030-06-10,487.98901299999994
2030-06-17,472.7400129999999
2030-06-24,472.7400129999999
2030-07-01,472.7400129999999
2030-07-08,472.7400129999999
2030-07-15,472.7400129999999
2030-07-22,472.7400129999999
2030-07-29,472.7400129999999
2030-08-05,472.7400129999999
2030-08-12,472.7400129999999
2030-08-19,472.7400129999999
2030-08-26,472.7400129999999
2030-09-02,472.7400129999999
2030-09-09,472.7400129999999
2030-09-16,472.7400129999999
2030-09-23,472.7400129999999
2030-09-30,472.7400129999999
2030-10-07,472.7400129999999
2030-10-14,472.7400129999999
2030-10-21,472.7400129999999
2030-10-28,472.7400129999999
2030-11-04,472.7400129999999
2030-11-11,472.7400129999999
2030-11-18,472.7400129999999
2030-11-25,472.7400129999999
2030-12-02,472.7400129999999
2030-12-09,472.7400129999999
2030-12-16,472.7400129999999
2030-12-23,472.7400129999999
2030-12-30,472.7400129999999
