,0
2030-01-07,1243.9936199999997
2030-01-14,1243.9936199999997
2030-01-21,1243.9936199999997
2030-01-28,1243.9936199999997
2030-02-04,1243.9936199999997
2030-02-11,1243.9936199999997
2030-02-18,1243.9936199999997
2030-02-25,1243.9936199999997
2030-03-04,1243.9936199999997
2030-03-11,1243.9936199999997
2030-03-18,1243.9936199999997
2030-03-25,1243.9936199999997
2030-04-01,1243.9936199999997
2030-04-08,1243.9936199999997
2030-04-15,1243.9936199999997
2030-04-22,1243.9936199999997
2030-04-29,1243.9936199999997
2030-05-06,1243.9936199999997
2030-05-13,1243.9936199999997
2030-05-20,1243.9936199999997
2030-05-27,1243.9936199999997
2030-06-03,1243.9936199999997
2030-06-10,1243.9936199999997
2030-06-17,1243.9936199999997
2030-06-24,1243.9936199999997
2030-07-01,1243.9936199999997
2030-07-08,1243.9936199999997
2030-07-15,1243.9936199999997
2030-07-22,1243.9936199999997
2030-07-29,1243.9936199999997
2030-08-05,1243.9936199999997
2030-08-12,1243.9936199999997
2030-08-19,1243.9936199999997
2030-08-26,1243.9936199999997
2030-09-02,1243.9936199999997
2030-09-09,1243.9936199999997
2030-09-16,1243.9936199999997
2030-09-23,1243.9936199999997
2030-09-30,1243.9936199999997
2030-10-07,1243.9936199999997
2030-10-14,1243.9936199999997
2030-10-21,1243.9936199999997
2030-10-28,1243.9936199999997
2030-11-04,1243.9936199999997
2030-11-11,1243.9936199999997
2030-11-18,1243.9936199999997
2030-11-25,1243.9936199999997
2030-12-02,1243.9936199999997
2030-12-09,1243.9936199999997
2030-12-16,1243.9936199999997
2030-12-23,1243.9936199999997
2030-12-30,1243.9936199999997
