,0
2030-01-07,237.33208000000002
2030-01-14,237.33208000000002
2030-01-21,237.33208000000002
2030-01-28,237.33208000000002
2030-02-04,237.33208000000002
2030-02-11,237.33208000000002
2030-02-18,237.33208000000002
2030-02-25,237.33208000000002
2030-03-04,237.33208000000002
2030-03-11,237.33208000000002
2030-03-18,237.33208000000002
2030-03-25,237.33208000000002
2030-04-01,237.33208000000002
2030-04-08,237.33208000000002
2030-04-15,237.33208000000002
2030-04-22,237.33208000000002
2030-04-29,237.33208000000002
2030-05-06,585.27217
2030-05-13,585.27217
2030-05-20,585.27217
2030-05-27,585.27217
2030-06-03,585.27217
2030-06-10,586.85335
2030-06-17,639.2432699999999
2030-06-24,680.75217
2030-07-01,680.75217
2030-07-08,960.93635
2030-07-15,960.93635
2030-07-22,960.93635
2030-07-29,960.93635
2030-08-05,960.93635
2030-08-12,872.91842
2030-08-19,872.91842
2030-08-26,784.3027400000001
2030-09-02,784.3027400000001
2030-09-09,461.02848
2030-09-16,408.63856
2030-09-23,237.33208000000002
2030-09-30,237.33208000000002
2030-10-07,237.33208000000002
2030-10-14,237.33208000000002
2030-10-21,237.33208000000002
2030-10-28,237.33208000000002
2030-11-04,237.33208000000002
2030-11-11,237.33208000000002
2030-11-18,237.33208000000002
2030-11-25,237.33208000000002
2030-12-02,237.33208000000002
2030-12-09,237.33208000000002
2030-12-16,237.33208000000002
2030-12-23,237.33208000000002
2030-12-30,237.33208000000002
