,0
2030-01-07,594.8249999999998
2030-01-14,594.8249999999998
2030-01-21,594.8249999999998
2030-01-28,594.8249999999998
2030-02-04,594.8249999999998
2030-02-11,594.8249999999998
2030-02-18,594.8249999999998
2030-02-25,594.8249999999998
2030-03-04,594.8249999999998
2030-03-11,594.8249999999998
2030-03-18,594.8249999999998
2030-03-25,594.8249999999998
2030-04-01,594.8249999999998
2030-04-08,594.8249999999998
2030-04-15,594.8249999999998
2030-04-22,594.8249999999998
2030-04-29,594.8249999999998
2030-05-06,594.8249999999998
2030-05-13,594.8249999999998
2030-05-20,594.8249999999998
2030-05-27,594.8249999999998
2030-06-03,594.8249999999998
2030-06-10,594.8249999999998
2030-06-17,594.8249999999998
2030-06-24,594.8249999999998
2030-07-01,594.8249999999998
2030-07-08,594.8249999999998
2030-07-15,594.8249999999998
2030-07-22,594.8249999999998
2030-07-29,594.8249999999998
2030-08-05,594.8249999999998
2030-08-12,594.8249999999998
2030-08-19,594.8249999999998
2030-08-26,594.8249999999998
2030-09-02,594.8249999999998
2030-09-09,594.8249999999998
2030-09-16,594.8249999999998
2030-09-23,594.8249999999998
2030-09-30,594.8249999999998
2030-10-07,594.8249999999998
2030-10-14,594.8249999999998
2030-10-21,594.8249999999998
2030-10-28,594.8249999999998
2030-11-04,594.8249999999998
2030-11-11,594.8249999999998
2030-11-18,594.8249999999998
2030-11-25,594.8249999999998
2030-12-02,594.8249999999998
2030-12-09,594.8249999999998
2030-12-16,594.8249999999998
2030-12-23,594.8249999999998
2030-12-30,594.8249999999998
