,0
2030-01-07,1504.3049579999997
2030-01-14,1504.3049579999997
2030-01-21,1504.3049579999997
2030-01-28,1504.3049579999997
2030-02-04,1504.3049579999997
2030-02-11,1504.3049579999997
2030-02-18,1504.3049579999997
2030-02-25,1504.3049579999997
2030-03-04,1504.3049579999997
2030-03-11,1504.3049579999997
2030-03-18,1504.3049579999997
2030-03-25,1504.3049579999997
2030-04-01,1504.3049579999997
2030-04-08,1504.3049579999997
2030-04-15,1504.3049579999997
2030-04-22,1504.3049579999997
2030-04-29,1504.3049579999997
2030-05-06,1499.2119579999999
2030-05-13,1499.2119579999999
2030-05-20,1499.2119579999999
2030-05-27,1499.2119579999999
2030-06-03,1499.2119579999999
2030-06-10,1499.2119579999999
2030-06-17,1499.2119579999999
2030-06-24,1499.2119579999999
2030-07-01,1499.2119579999999
2030-07-08,1499.2119579999999
2030-07-15,1499.2119579999999
2030-07-22,1499.2119579999999
2030-07-29,1499.2119579999999
2030-08-05,1499.2119579999999
2030-08-12,1499.2119579999999
2030-08-19,1499.2119579999999
2030-08-26,1499.2119579999999
2030-09-02,1499.2119579999999
2030-09-09,1499.2119579999999
2030-09-16,1499.2119579999999
2030-09-23,1499.2119579999999
2030-09-30,1499.2119579999999
2030-10-07,1504.3049579999997
2030-10-14,1412.630958
2030-10-21,1412.630958
2030-10-28,1412.630958
2030-11-04,1412.630958
2030-11-11,1412.630958
2030-11-18,1412.630958
2030-11-25,1412.630958
2030-12-02,1412.630958
2030-12-09,1412.630958
2030-12-16,1412.630958
2030-12-23,1412.630958
2030-12-30,1412.630958
