,0
2030-01-07,63.359449999999995
2030-01-14,63.359449999999995
2030-01-21,63.359449999999995
2030-01-28,63.359449999999995
2030-02-04,63.359449999999995
2030-02-11,63.359449999999995
2030-02-18,63.359449999999995
2030-02-25,63.359449999999995
2030-03-04,63.359449999999995
2030-03-11,63.359449999999995
2030-03-18,63.359449999999995
2030-03-25,63.359449999999995
2030-04-01,63.359449999999995
2030-04-08,63.359449999999995
2030-04-15,63.359449999999995
2030-04-22,63.359449999999995
2030-04-29,63.359449999999995
2030-05-06,88.53579000000002
2030-05-13,88.53579000000002
2030-05-20,88.53579000000002
2030-05-27,88.53579000000002
2030-06-03,88.53579000000002
2030-06-10,88.53579000000002
2030-06-17,88.53579000000002
2030-06-24,88.53579000000002
2030-07-01,88.53579000000002
2030-07-08,88.53579000000002
2030-07-15,88.53579000000002
2030-07-22,88.53579000000002
2030-07-29,88.53579000000002
2030-08-05,88.53579000000002
2030-08-12,88.53579000000002
2030-08-19,88.53579000000002
2030-08-26,88.53579000000002
2030-09-02,88.53579000000002
2030-09-09,88.53579000000002
2030-09-16,88.53579000000002
2030-09-23,88.53579000000002
2030-09-30,88.53579000000002
2030-10-07,63.359449999999995
2030-10-14,46.86745
2030-10-21,46.86745
2030-10-28,46.86745
2030-11-04,46.86745
2030-11-11,46.86745
2030-11-18,46.86745
2030-11-25,46.86745
2030-12-02,46.86745
2030-12-09,46.86745
2030-12-16,46.86745
2030-12-23,46.86745
2030-12-30,46.86745
