,0
2030-01-07,2152.0193799999993
2030-01-14,2152.0193799999993
2030-01-21,2152.0193799999993
2030-01-28,2152.0193799999993
2030-02-04,2152.0193799999993
2030-02-11,2152.0193799999993
2030-02-18,2152.0193799999993
2030-02-25,2152.0193799999993
2030-03-04,2152.0193799999993
2030-03-11,2152.0193799999993
2030-03-18,2152.0193799999993
2030-03-25,2152.0193799999993
2030-04-01,2152.0193799999993
2030-04-08,2152.0193799999993
2030-04-15,2152.0193799999993
2030-04-22,2152.0193799999993
2030-04-29,2152.0193799999993
2030-05-06,2152.0193799999993
2030-05-13,2152.0193799999993
2030-05-20,2152.0193799999993
2030-05-27,2152.0193799999993
2030-06-03,2152.0193799999993
2030-06-10,2115.8018799999995
2030-06-17,2115.8018799999995
2030-06-24,2115.8018799999995
2030-07-01,2115.8018799999995
2030-07-08,2115.8018799999995
2030-07-15,2115.8018799999995
2030-07-22,2107.5518799999995
2030-07-29,2107.5518799999995
2030-08-05,2152.0193799999993
2030-08-12,2152.0193799999993
2030-08-19,2152.0193799999993
2030-08-26,2152.0193799999993
2030-09-02,2152.0193799999993
2030-09-09,2152.0193799999993
2030-09-16,2152.0193799999993
2030-09-23,2152.0193799999993
2030-09-30,2152.0193799999993
2030-10-07,2152.0193799999993
2030-10-14,2152.0193799999993
2030-10-21,2152.0193799999993
2030-10-28,2152.0193799999993
2030-11-04,2152.0193799999993
2030-11-11,2152.0193799999993
2030-11-18,2152.0193799999993
2030-11-25,2152.0193799999993
2030-12-02,2152.0193799999993
2030-12-09,2152.0193799999993
2030-12-16,2152.0193799999993
2030-12-23,2152.0193799999993
2030-12-30,2152.0193799999993
