,0
2030-01-07,15878.381364999997
2030-01-14,15872.116164999998
2030-01-21,15872.116164999998
2030-01-28,15872.116164999998
2030-02-04,15872.116164999998
2030-02-11,15872.116164999998
2030-02-18,15872.116164999998
2030-02-25,15854.886864999999
2030-03-04,15854.886864999999
2030-03-11,15802.026792999999
2030-03-18,15802.026792999999
2030-03-25,15802.026792999999
2030-04-01,15802.026792999999
2030-04-08,15802.026792999999
2030-04-15,15802.026792999999
2030-04-22,15802.026792999999
2030-04-29,15802.026792999999
2030-05-06,15803.138292999998
2030-05-13,15855.998365
2030-05-20,15724.022064999997
2030-05-27,15724.022064999997
2030-06-03,15724.022064999997
2030-06-10,15721.534704999998
2030-06-17,15721.534704999998
2030-06-24,15721.534704999998
2030-07-01,15721.534704999998
2030-07-08,15721.534704999998
2030-07-15,15721.534704999998
2030-07-22,15721.534704999998
2030-07-29,15721.534704999998
2030-08-05,15721.534704999998
2030-08-12,15721.534704999998
2030-08-19,15721.534704999998
2030-08-26,15721.534704999998
2030-09-02,15721.534704999998
2030-09-09,15724.022064999997
2030-09-16,15720.912864999998
2030-09-23,15720.912864999998
2030-09-30,15720.912864999998
2030-10-07,15720.912864999998
2030-10-14,15720.912864999998
2030-10-21,15720.912864999998
2030-10-28,15720.912864999998
2030-11-04,15720.912864999998
2030-11-11,15720.912864999998
2030-11-18,15719.801364999998
2030-11-25,15711.650364999998
2030-12-02,15711.650364999998
2030-12-09,15711.650364999998
2030-12-16,15711.650364999998
2030-12-23,15711.650364999998
2030-12-30,15711.650364999998
