,0
2030-01-07,395.3209500000001
2030-01-14,395.3209500000001
2030-01-21,395.3209500000001
2030-01-28,395.3209500000001
2030-02-04,395.3209500000001
2030-02-11,395.3209500000001
2030-02-18,395.3209500000001
2030-02-25,395.3209500000001
2030-03-04,395.3209500000001
2030-03-11,395.3209500000001
2030-03-18,395.3209500000001
2030-03-25,395.3209500000001
2030-04-01,395.3209500000001
2030-04-08,395.3209500000001
2030-04-15,395.3209500000001
2030-04-22,395.3209500000001
2030-04-29,395.3209500000001
2030-05-06,395.3209500000001
2030-05-13,395.3209500000001
2030-05-20,395.3209500000001
2030-05-27,395.3209500000001
2030-06-03,395.3209500000001
2030-06-10,395.3209500000001
2030-06-17,395.3209500000001
2030-06-24,395.3209500000001
2030-07-01,395.3209500000001
2030-07-08,395.3209500000001
2030-07-15,395.3209500000001
2030-07-22,395.3209500000001
2030-07-29,395.3209500000001
2030-08-05,395.3209500000001
2030-08-12,395.3209500000001
2030-08-19,395.3209500000001
2030-08-26,395.3209500000001
2030-09-02,395.3209500000001
2030-09-09,395.3209500000001
2030-09-16,395.3209500000001
2030-09-23,395.3209500000001
2030-09-30,395.3209500000001
2030-10-07,395.3209500000001
2030-10-14,395.3209500000001
2030-10-21,395.3209500000001
2030-10-28,395.3209500000001
2030-11-04,395.3209500000001
2030-11-11,395.3209500000001
2030-11-18,395.3209500000001
2030-11-25,395.3209500000001
2030-12-02,395.3209500000001
2030-12-09,395.3209500000001
2030-12-16,395.3209500000001
2030-12-23,395.3209500000001
2030-12-30,395.3209500000001
